full_name,neo,pha,H,diameter,rot_per,e,a,q,i,ad,moid,moid_jup,producer,data_arc,first_obs,last_obs
" 14156 (1998 SV131)",N,N,14.3,3.832,,.0633402362081598,2.595750529682338,2.431335077994803,12.96957527737355,2.760165981369873,1.45109,2.4938,"Otto Matic",10605,1990-11-21,2019-12-04
" 14190 Soldan (1998 XS15)",N,N,13.1,12.984,21.731,.08894576494079259,3.024214278570228,2.755223226217931,4.589585843257166,3.293205330922524,1.77263,1.7714,"Otto Matic",13498,1982-12-22,2019-12-06
" 14304 (3417 T-3)",N,N,13.8,5.315,,.1203228345689573,2.567535027609845,2.258601935232743,16.34816128499141,2.876468119986948,1.32826,2.23473,"Otto Matic",17739,1971-05-14,2019-12-07
" 14319 (1978 US5)",N,N,14.1,4.224,,.29021489119674,2.793048899255336,1.982464516850774,16.67772196914597,3.603633281659897,1.04034,2.04957,"Otto Matic",25107,1950-08-14,2019-05-11
" 14466 Hodge (1993 OY2)",N,N,14.6,4.353,10.191,.2006308579791793,2.614313426478438,2.08980148069758,17.18267380128546,3.138825372259295,1.10623,2.30096,"Otto Matic",24865,1951-11-05,2019-12-03
" 14499 Satotoshio (1995 VR1)",N,N,14.9,2.502,,.1842648209767931,2.161302746591816,1.763050682914424,4.986912764674349,2.559554810269209,.768439,2.90321,"Otto Matic",23507,1954-12-22,2019-05-02
" 14577 (1998 QN93)",N,N,13.7,5.773,3.094,.1723778531885284,2.647550438422119,2.191171377638567,14.38615426347997,3.103929499205671,1.21152,2.33371,"Otto Matic",23359,1955-12-16,2019-11-29
" 14686 (1999 XA174)",N,N,13.5,4.584,4.3283,.1299655205762983,2.334935877985217,2.031474721090592,6.450161586192788,2.638397034879842,1.02835,2.6657,"Otto Matic",15823,1976-05-02,2019-08-28
" 14706 (2000 CQ2)",N,N,12.8,7.134,,.1765147021995647,2.598247741079969,2.139618814822547,13.90235039786858,3.056876667337392,1.17601,2.39073,"Otto Matic",17740,1971-05-13,2019-12-07
" 14841 (1988 TU)",N,N,14.4,3.839,,.2218481547450852,2.344753005906227,1.824573878212939,2.974746905849547,2.864932133599515,.833176,2.53473,"Otto Matic",13681,1981-11-25,2019-05-11
" 14858 (1989 UW3)",N,N,13.8,,,.195191031057077,2.579513319869455,2.076015455338672,12.37018026951832,3.083011184400238,1.10297,2.50325,"Otto Matic",10984,1989-10-27,2019-11-23
" 15050 Heddal (1998 XC96)",N,N,13.3,12.746,4.768,.1232145386323646,3.201974370125806,2.807444575398099,3.903892815252685,3.596504164853514,1.79117,1.58728,"Otto Matic",10664,1990-09-18,2019-11-29
" 15066 (1999 AX7)",N,N,12.5,21.533,,.04627639750637295,3.163120299958143,3.016742487596803,9.070716860798539,3.309498112319484,2.01788,1.69525,"Otto Matic",15622,1977-02-19,2019-11-28
" 15106 Swanson (2000 CA45)",N,N,14.6,,39.580,.2073772260037023,2.611390146078576,2.069847301571397,4.084408456102143,3.152932990585754,1.09091,2.0468,"Otto Matic",12051,1986-11-28,2019-11-26
" 15248 Hidekazu (1989 WH3)",N,N,14.2,,,.2087536382279833,2.564431486825178,2.029097083964025,1.202956081681633,3.09976588968633,1.03224,2.35233,"Otto Matic",10796,1989-10-30,2019-05-22
" 15503 (1999 RD25)",N,N,14.1,9.634,,.05992464641405301,2.6474583502038,2.488810344671905,3.553880307290196,2.806106355735694,1.474,2.22254,"Otto Matic",14772,1978-11-30,2019-05-11
" 15755 (1992 ET5)",N,N,13.9,8.378,6.252,.1654371521264574,3.170990571740146,2.646390922131609,6.841036098148084,3.695590221348683,1.64986,1.77701,"Otto Matic",9884,1992-03-02,2019-03-25
" 15758 (1992 FT1)",N,N,14.0,9.439,10.13,.167616051144601,2.379726474275852,1.980846119853469,4.942129114579968,2.778606828698234,.983129,2.18452,"Otto Matic",11663,1987-12-24,2019-11-29
" 15824 (1994 WM1)",N,N,14.6,7.060,,.08411028890178547,2.444630510613023,2.239011932107243,15.90593234011327,2.650249089118804,1.27083,2.60717,"Otto Matic",10408,1990-11-13,2019-05-13
" 15850 (1996 AE1)",N,N,13.3,11.355,8.332,.05029302143768956,3.104242922805594,2.948121166941136,15.08214235584535,3.260364678670052,1.99527,1.95611,"Otto Matic",11133,1988-11-07,2019-05-02
" 15920 (1997 UB25)",N,N,14.5,3.350,,.2176143691474511,2.202601732853501,1.723283946275504,4.054340220150933,2.681919519431499,.718627,2.71225,"Otto Matic",12589,1984-11-21,2019-05-11
" 15975 (1998 FW108)",N,N,13.5,10.162,,.1483316778393483,3.202458567714763,2.727432515154636,5.19410894067367,3.677484620274891,1.7398,1.73015,"Otto Matic",15002,1978-11-01,2019-11-28
" 15989 (1998 XK39)",N,N,14.0,3.727,,.1000745951486718,2.326009846005637,2.093235352354798,5.708621207409623,2.558784339656476,1.10375,2.4116,"Otto Matic",22868,1957-04-28,2019-12-07
" 16119 Bronner (1999 XS60)",N,N,14.7,,,.1945396512201033,2.365722339423779,1.90549554062867,2.00985685891214,2.825949138218888,.889169,2.28802,"Otto Matic",10100,1991-09-08,2019-05-04
" 16407 Oiunskij (1985 SV2)",N,N,14.1,3.867,,.1171418845351885,2.3959023226514,2.115241809413779,5.915141783560546,2.67656283588902,1.11778,2.72813,"Otto Matic",12496,1985-09-19,2019-12-06
" 16503 Ayato (1990 TY)",N,N,14.2,3.817,,.2465687364161321,2.312644434116003,1.742418618216219,22.22515851049242,2.882870250015786,.908867,2.59619,"Otto Matic",10361,1990-10-15,2019-02-26
" 16518 Akihikoito (1990 WF)",N,N,13.9,4.864,5.5845,.1449896236968478,2.253204538066424,1.926513259980143,4.52810315661352,2.579895816152704,.935697,2.86692,"Otto Matic",15577,1976-09-16,2019-05-11
" 16534 (1991 NB1)",N,N,14.3,4.092,,.2456650456331394,2.470714001656067,1.863745933692793,7.670490927824773,3.077682069619341,.86544,2.23691,"Otto Matic",14883,1979-03-08,2019-12-06
" 16987 (1999 BN13)",N,N,14.9,3.043,,.1379089137550576,2.363243808964163,2.037331422331551,1.998372931341199,2.689156195596776,1.03816,2.26713,"Otto Matic",10084,1992-04-25,2019-12-04
" 17070 (1999 GG20)",N,N,14.3,5.067,,.1809520541337689,2.584954691414808,2.117201830160576,10.0966884026332,3.05270755266904,1.1313,1.98974,"Otto Matic",8675,1995-06-05,2019-03-06
" 17098 Ikedamai (1999 JE34)",N,N,14.0,3.783,,.1170683625245992,2.580594064826335,2.278488143316416,4.8469296171324,2.882699986336253,1.2652,2.27689,"Otto Matic",9247,1994-01-12,2019-05-08
" 17191 (1999 XS107)",N,N,15.2,,,.1667132963060461,2.561736179014803,2.13466069634479,11.52879936972936,2.988811661684816,1.15903,2.40427,"Otto Matic",9306,1994-06-03,2019-11-25
" 17287 (2000 NP10)",N,N,13.3,7.237,,.08562877494662402,2.768499646686469,2.531436413500545,11.6436073933231,3.005562879872393,1.51793,2.26245,"Otto Matic",10861,1990-03-04,2019-11-28
" 17467 (1990 VE6)",N,N,13.5,6.960,,.08931635602405462,3.018467100220435,2.748868618050251,10.50293601970057,3.288065582390619,1.75712,2.14097,"Otto Matic",10404,1990-11-15,2019-05-11
" 17564 (1994 CQ1)",N,N,14.8,,,.1957495222777991,2.401565660455605,1.931460329702654,3.704927108680308,2.871670991208557,.947807,2.44585,"Otto Matic",10453,1991-04-22,2019-12-04
" 17581 (1994 VE1)",N,N,13.8,4.501,,.1606319854253433,2.552771976374673,2.142715145471432,2.453522093227358,2.962828807277914,1.13965,2.49052,"Otto Matic",25578,1949-11-23,2019-12-04
" 17632 (1996 HW21)",N,N,14.8,3.194,,.09898080437349327,2.275978181284819,2.050700030164727,2.380854240972657,2.50125633240491,1.06318,2.49386,"Otto Matic",9122,1994-11-11,2019-11-02
" 18014 (1999 JC121)",N,N,14.0,5.305,,.09872553305873732,3.013112561941388,2.715641418097746,8.414482589030289,3.310583705785029,1.72865,2.15012,"Otto Matic",9512,1993-04-16,2019-05-02
" 18048 (1999 RG170)",N,N,13.6,,,.06863118598544851,3.19389097617911,2.974690450575716,1.119556580992085,3.413091501782504,1.98474,1.86359,"Otto Matic",8461,1996-02-10,2019-04-11
" 18215 (4792 P-L)",N,N,14.4,3.503,,.04759408787640738,2.933446340079807,2.793831637189323,2.40079047332438,3.073061042970291,1.77846,1.96936,"Otto Matic",21410,1960-09-24,2019-05-08
" 18228 Hyperenor (3163 T-1)",N,N,11.8,23.245,32.839,.1263615734497106,5.282267403916675,4.614791783375646,3.200359025915158,5.949743024457704,3.61088,.303973,"Otto Matic",17579,1971-03-25,2019-05-11
" 18377 (1991 SH1)",N,N,13.5,10.792,,.1973196561720302,2.573840014781676,2.065970788023142,14.01682508077352,3.081709241540209,1.05469,2.03698,"Otto Matic",10109,1991-09-05,2019-05-10
" 18417 (1993 QY9)",N,N,16.0,1.550,,.1446024355298293,2.243712571697817,1.919266269201416,5.08743729197414,2.568158874194219,.903957,2.61769,"Otto Matic",10389,1990-11-13,2019-04-24
" 18450 (1994 PG27)",N,N,14.1,8.011,,.1345588714752147,3.053421333889089,2.642556405062628,1.400598796646298,3.46428626271555,1.6516,1.51621,"Otto Matic",13453,1982-07-11,2019-05-11
" 18514 (1996 TE11)",N,N,15.9,,,.4725741355474743,2.570411655554446,1.355701589429651,24.88742896266292,3.785121721679241,.585323,2.40186,"Otto Matic",10657,1989-04-07,2018-06-11
" 18789 Metzger (1999 JV56)",N,N,15.1,2.476,,.1912491770848443,2.285989583130525,1.848795956532285,3.780480688682874,2.723183209728764,.832591,2.50035,"Otto Matic",17576,1971-03-25,2019-05-08
" 18806 Zachpenn (1999 JX79)",N,N,14.3,,,.1074534967261376,2.747453663652279,2.452230160399803,4.981179109097399,3.042677166904753,1.44541,1.97895,"Otto Matic",10287,1991-10-05,2019-12-04
" 18851 Winmesser (1999 RP84)",N,N,14.4,7.609,27.327,.1689892830979682,2.377306941051773,1.97556754537961,3.586407065233034,2.779046336723936,.983607,2.20475,"Otto Matic",10142,1991-07-07,2019-04-13
" 18914 (2000 OT35)",N,N,14.4,3.852,,.2041245416788483,2.569903520659031,2.045323142345647,13.33228140750059,3.094483898972414,1.04485,2.35001,"Otto Matic",9191,1994-03-05,2019-05-04
" 19141 Poelkapelle (1989 SB4)",N,N,14.7,2.956,2.150,.172707713410005,2.331640908900384,1.928948539030973,4.079808831545018,2.734333278769796,.946362,2.39783,"Otto Matic",10818,1989-09-26,2019-05-10
" 19309 (1996 UK1)",N,N,14.7,3.032,5.21,.1817503308649216,2.372205337883167,1.941056232843368,3.235005534143837,2.803354442922966,.937119,2.62588,"Otto Matic",12435,1985-10-16,2019-11-02
" 19338 (1997 AB2)",N,N,14.2,5.564,,.01516730878599737,2.566979017938713,2.52804485452646,15.49884716283868,2.605913181350966,1.52514,2.50357,"Otto Matic",9764,1993-01-28,2019-10-23
" 19486 (1998 HW122)",N,N,13.3,6.607,,.04570838859872959,2.764133436019673,2.637789350787345,9.603833460652096,2.890477521252002,1.66027,2.18882,"Otto Matic",13475,1982-12-23,2019-11-14
" 19735 (1999 XN212)",N,N,13.2,5.372,,.1771045896998839,2.611076405814017,2.148642790287278,14.53038768463337,3.073510021340756,1.15154,2.13607,"Otto Matic",15405,1977-07-12,2019-09-15
" 19749 (2000 CG19)",N,N,13.7,6.407,,.0678740669689428,2.990676881969028,2.787687478999793,11.91209780516807,3.193666284938263,1.80661,1.81761,"Otto Matic",24926,1951-09-08,2019-12-06
" 19769 Dolyniuk (2000 OP18)",N,N,14.4,3.528,,.1980190749012604,2.440337256871851,1.957103930819008,2.058186191256228,2.923570582924695,.946647,2.45183,"Otto Matic",15479,1977-07-21,2019-12-07
" 19913 Aigyptios (1973 SU1)",N,N,11.2,24.996,40.43,.05703071650931265,5.119497762207255,4.827529136660753,7.125671031703017,5.411466387753758,3.84489,.349351,"Otto Matic",16843,1973-09-19,2019-10-31
" 20037 Duke (1992 UW4)",N,N,15.2,,5.428,.1205763808955186,1.883923140838362,1.656766506630754,22.54635386538133,2.11107977504597,.778764,3.14796,"Otto Matic",9659,1992-10-20,2019-04-01
" 20116 (1995 VE1)",N,N,15.0,,29.057,.09975441009816235,2.675687534898945,2.408775903248094,3.019558611345082,2.942599166549795,1.41102,2.51896,"Otto Matic",9527,1993-03-24,2019-04-24
" 20199 (1997 DR)",N,N,14.1,5.177,,.02169242694475945,2.800710232779147,2.739956030661145,2.760647640381746,2.861464434897148,1.72568,2.17207,"Otto Matic",15751,1976-10-22,2019-12-07
" 20344 (1998 HF103)",N,N,15.2,,,.1692342901989878,2.392689032838623,1.987764002699276,2.57211765860336,2.79761406297797,.999248,2.18994,"Otto Matic",15428,1977-09-10,2019-12-07
" 20353 (1998 HD129)",N,N,14.7,3.640,,.1722847940068705,2.534069037505382,2.097487475379579,12.58733100299408,2.970650599631186,1.10457,2.40464,"Otto Matic",10313,1991-09-11,2019-12-06
" 20358 Dalem (1998 HD148)",N,N,13.4,6.028,,.147465810359427,2.59971879928088,2.216349159838289,12.14959563439978,2.983088438723472,1.22965,2.35485,"Otto Matic",10215,1991-09-12,2019-08-31
" 20453 (1999 KL6)",N,N,14.2,3.126,3.911,.2872226624900745,2.36879349795231,1.688422322581271,21.08043065031321,3.049164673323349,.824287,2.50036,"Otto Matic",13030,1984-04-04,2019-12-07
" 20480 Antonschraut (1999 NT31)",N,N,14.7,,,.1950387034798267,2.422813320450562,1.950270951656231,1.626309255715549,2.895355689244894,.95371,2.557,"Otto Matic",10430,1991-05-18,2019-12-07
" 20573 Garynadler (1999 RW137)",N,N,14.6,4.061,4.02,.04359916121289622,2.699552537839363,2.581854311539422,6.373728857123685,2.817250764139305,1.57749,2.37691,"Otto Matic",8116,1997-03-02,2019-05-22
" 21041 (1990 QO1)",N,N,13.1,9.113,5.077,.04650033347979821,3.001052397467945,2.861502460195338,10.11712736855293,3.140602334740552,1.87298,1.9242,"Otto Matic",15455,1977-01-13,2019-05-08
" 21063 (1991 JC2)",N,N,15.3,,,.2002878941241713,2.313934755378854,1.850481636083294,7.745997469514136,2.777387874674414,.86533,2.22357,"Otto Matic",10231,1991-05-08,2019-05-12
" 21202 (1994 PW19)",N,N,14.8,6.859,,.1275776940919697,2.984544226065971,2.603782955788972,.6567812842964837,3.36530549634297,1.58894,1.89099,"Otto Matic",9997,1992-04-06,2019-08-20
" 21268 (1996 KL1)",N,N,13.7,,,.2975872531341277,3.102547764098949,2.179269097263313,17.96023900864907,4.025826430934584,1.19071,1.34773,"Otto Matic",10341,1991-08-07,2019-11-29
" 21323 (1997 AZ3)",N,N,13.9,,,.04202016786179333,2.599319984169998,2.490096122108661,15.47520861035624,2.708543846231335,1.51063,2.3279,"Otto Matic",8273,1997-01-02,2019-08-28
" 21334 (1997 BO2)",N,N,15.2,3.159,,.1411907241178806,2.424916614399996,2.082540881687381,4.991081992046102,2.767292347112611,1.08263,2.19235,"Otto Matic",10008,1991-09-15,2019-02-08
" 21413 Albertsao (1998 FS68)",N,N,14.6,,,.1148247229473794,2.259171856153812,1.999763073680434,3.136054102480879,2.51858063862719,.983784,2.60173,"Otto Matic",9454,1994-01-10,2019-11-29
" 21438 Camibarnett (1998 FP122)",N,N,14.6,4.284,,.0817672973965746,2.415424054850504,2.217921357818703,2.684382059476278,2.612926751882306,1.20686,2.64263,"Otto Matic",9096,1994-03-04,2019-01-28
" 21445 Pegconnolly (1998 HG17)",N,N,14.5,3.127,,.1946778359611032,2.281647361967841,1.837461191113581,5.530042185289401,2.7258335328221,.843226,2.70272,"Otto Matic",23179,1955-11-24,2019-05-11
" 21447 Yungchieh (1998 HZ18)",N,N,15.1,2.252,,.2140690051609452,2.362809568427289,1.857005274729297,1.351960430665931,2.868613862125281,.856786,2.5973,"Otto Matic",13705,1981-09-25,2019-04-04
" 21568 Evanmorikawa (1998 RM3)",N,N,13.8,4.430,,.1831487651817633,2.281087116586896,1.863308827911976,24.9118468208069,2.698865405261814,.912699,2.88166,"Otto Matic",23636,1955-03-22,2019-12-07
" 21592 (1998 VJ5)",N,N,13.5,9.115,,.2381206464047876,2.866856045554406,2.184198430837518,11.50055851044051,3.549513660271295,1.2023,1.92096,"Otto Matic",12906,1983-10-01,2019-01-31
" 21610 Rosengard (1999 JE48)",N,N,14.1,,,.2380534773425698,2.793360006027689,2.128390943123136,9.964812251365325,3.458329068932242,1.13899,1.97334,"Otto Matic",13967,1981-09-07,2019-12-04
" 21667 (1999 RB3)",N,N,15.0,,,.05251704374053061,2.254172789094229,2.135790298130653,4.461383773517523,2.372555280057804,1.13653,2.58857,"Otto Matic",13053,1984-02-02,2019-10-29
" 21725 Zhongyuechen (1999 RB132)",N,N,13.8,,,.09816231405764743,2.983273762305248,2.690428706329901,9.729066064666245,3.276118818280596,1.70944,2.14847,"Otto Matic",10511,1989-09-30,2018-07-11
" 21847 (1999 TA116)",N,N,13.9,9.638,,.1987418359529786,2.800312903789862,2.243773576047848,7.213683235733461,3.356852231531875,1.27385,1.87042,"Otto Matic",12221,1985-10-20,2019-04-06
" 22026 (1999 XS119)",N,N,13.9,10.434,,.1905609841864256,3.054604539716039,2.472516092327428,9.276928427198039,3.636692987104651,1.47639,1.84355,"Otto Matic",17010,1972-10-09,2019-05-06
" 22070 (2000 AN106)",N,N,12.3,18.793,,.2747454523166598,3.975118125918232,2.882972498400675,13.75345896367012,5.067263753435791,1.89256,.543837,"Otto Matic",9597,1993-01-31,2019-05-12
" 22476 (1997 EM23)",N,N,12.9,10.116,,.1928759550213483,2.637186188601361,2.128536383905764,13.32029873427771,3.145835993296959,1.17506,2.45461,"Otto Matic",23398,1955-04-20,2019-05-12
" 22692 Carfrekahl (1998 QE99)",N,N,13.4,9.832,,.165128286274714,3.383132133159347,2.824481321769826,16.50958466619216,3.941782944548868,1.89438,1.66075,"Otto Matic",9730,1992-09-30,2019-05-22
" 22723 Edlopez (1998 SS58)",N,N,14.7,5.328,,.07735032937500293,2.607289368734982,2.405614677287388,8.394907856129439,2.808964060182576,1.40189,2.54736,"Otto Matic",10127,1992-03-06,2019-11-27
" 22734 Theojones (1998 SQ133)",N,N,15.4,,,.1754880838781145,2.402991082887328,1.981294782175236,2.425656325363369,2.824687383599421,.999591,2.37187,"Otto Matic",8665,1994-08-12,2018-05-03
" 23115 Valcourt (2000 AS18)",N,N,14.1,6.931,,.1775259735240244,3.184390514617284,2.619078488429182,5.102292193836877,3.749702540805386,1.61286,1.67746,"Otto Matic",11568,1987-09-04,2019-05-07
" 23140 (2000 AW154)",N,N,13.5,13.091,,.09288361728845418,3.227272543194224,2.927511795406635,5.248903346038652,3.527033290981812,1.92197,1.80343,"Otto Matic",8446,1996-03-23,2019-05-08
" 23154 (2000 CL58)",N,N,14.1,5.086,,.121722033525158,2.687892233646476,2.360716525070548,14.00933998428902,3.015067942222403,1.37568,2.01613,"Otto Matic",25108,1951-02-04,2019-11-02
" 23259 Miwadagakuen (2000 YX29)",N,N,14.8,,,.07688137229784547,2.271578068759266,2.096936029551364,9.169135367172535,2.446220107967167,1.11408,2.63181,"Otto Matic",8746,1995-05-31,2019-05-11
" 23267 (2000 YJ54)",N,N,14.9,,,.2727439208656043,2.584314018297562,1.87945808019914,4.464189185136453,3.289169956395984,.887015,2.18143,"Otto Matic",14388,1979-12-18,2019-05-10
" 23289 Naruhirata (2000 YQ126)",N,N,15.0,2.534,,.1698825075729044,2.34074928224442,1.943096924577261,5.53822559470584,2.738401639911578,.942071,2.71731,"Otto Matic",12255,1985-10-18,2019-05-08
" 23307 Alexramek (2001 AG20)",N,N,15.5,1.802,,.1242216608188793,2.303442604264606,2.017305138361893,7.235487656694447,2.58958007016732,1.0159,2.8546,"Otto Matic",10762,1989-11-06,2019-04-25
" 23336 (2579 P-L)",N,N,14.3,3.540,2.56,.171598681819924,2.298013276186681,1.903677227188361,7.952331571360677,2.692349325185,.897986,2.3355,"Otto Matic",21613,1960-09-24,2019-11-27
" 23458 (1989 RY1)",N,N,13.8,7.187,,.2799330962176333,2.760303930103207,1.987603504447714,15.3383931791736,3.533004355758699,.987862,1.86788,"Otto Matic",23836,1953-11-30,2019-03-05
" 23499 (1991 VY12)",N,N,14.0,4.132,,.1742887250558531,2.730982143106054,2.255002747233799,4.220237391565332,3.20696153897831,1.26042,2.2454,"Otto Matic",15897,1976-05-29,2019-12-07
" 23503 (1992 DD4)",N,N,14.9,,,.06811577914115607,2.70631374712032,2.521971077634798,4.174697333965548,2.890656416605843,1.54212,2.21852,"Otto Matic",9924,1992-02-29,2019-05-02
" 23684 (1997 HB10)",N,N,15.1,3.888,,.02232510052654554,2.672753716365043,2.613084220964496,2.891619083391006,2.732423211765591,1.62384,2.328,"Otto Matic",9932,1992-03-01,2019-05-11
" 23773 Sarugaku (1998 MV37)",N,N,13.9,5.057,,.1593635531566242,2.474881766443897,2.080475814500855,14.44295745443457,2.869287718386939,1.12089,2.60377,"Otto Matic",9270,1994-07-08,2019-11-24
" 23804 Haber (1998 QR39)",N,N,14.9,,532.240,.1084003935259097,2.366671770210683,2.110123618973184,6.1549542594069,2.623219921448182,1.10513,2.45556,"Otto Matic",8074,1997-04-02,2019-05-11
" 23820 (1998 QT69)",N,N,14.7,3.447,,.1457434249632458,2.651131776143926,2.264746751059818,11.32189129140713,3.037516801228036,1.25691,1.99862,"Otto Matic",9505,1993-08-15,2019-08-24
" 23876 (1998 RZ79)",N,N,13.2,6.185,5.318,.06631533952117727,2.788436069117753,2.603519984461112,4.978706828509644,2.973352153774393,1.62001,2.15787,"Otto Matic",7986,1997-06-28,2019-05-10
" 23880 Tongil (1998 SG5)",N,N,12.8,7.790,,.1705169710687208,2.672434095694288,2.216738728315722,12.75250652445132,3.128129463072855,1.21351,2.32897,"Otto Matic",14796,1979-04-01,2019-10-04
" 23935 (1998 TU6)",N,N,14.0,4.410,,.1237582048574663,2.936280288526274,2.572891511059899,2.744726388857067,3.299669065992649,1.5634,2.04438,"Otto Matic",11337,1988-11-05,2019-11-20
" 24076 (1999 TL223)",N,N,12.6,14.877,,.03667814097803579,3.11422641366499,3.000002378227063,13.81322325959744,3.228450449102917,2.0493,1.84853,"Otto Matic",14426,1980-02-21,2019-08-21
" 24147 Stefanmuller (1999 VH162)",N,N,15.4,,5.938,.1276468195856712,2.370376765763653,2.067805710394153,6.661172722896385,2.672947821133153,1.06439,2.51518,"Otto Matic",9161,1994-03-05,2019-04-04
